Index,Time,((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).accG).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).mpu6500).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[0],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[1],((((((aruwsrc::motor_tester::DriversSingleton::drivers).fusedImu).imuData).gyroRadPerSec).coordinates_).data)._M_elems[2]
2288,22.880003,-0.0146938935,-0.0112014888,9.79428768,-0.00908191409,-0.0253536552,9.72973633,0.000667919638,-0.00111746322,-0.00293480349,-0.000916559075,0.000467842037,-0.000229651487
2289,22.889995,-0.0094077792,-0.0104988636,9.78258324,-0.052192267,0.0273367763,9.79200649,0.000667919638,-5.21987458e-05,-0.000804274518,-0.000805984833,0.000830733799,-0.000829498982
2290,22.899999,-0.0185075738,-0.00283703767,9.80245113,-0.0138719529,0.00578159932,9.80877209,-0.00252787373,0.0031435946,-0.000804274518,-0.000484626624,0.00088459882,-0.000759404618
2291,22.910001,-0.0220169257,-0.00564765744,9.79357719,-0.0234520324,-0.030143695,9.88301659,-0.00252787373,-5.21987458e-05,-0.00186953903,-0.00102987513,0.000846966286,-0.000632950279
2292,22.919982,-0.0215701275,-0.00610376056,9.80497742,-0.0426121876,-0.0109835379,9.82074642,0.000667919638,0.00101306569,0.00345678325,-0.000698562653,0.000545730698,-2.88220472e-05
2293,22.929997,-0.0136347255,-0.00425878074,9.80820274,0.0244483612,0.0177566968,9.85427666,-0.00252787373,-5.21987458e-05,-0.00186953903,-0.000716932176,0.000768558006,5.29941462e-06
2294,22.940004,-0.0126151834,-0.0052485019,9.80748463,-0.0186619926,-0.0253536552,9.78242683,-0.00146260927,0.00101306569,-0.00186953903,-0.00022789721,0.000656234566,-0.000682319747
2295,22.949995,-0.0100216065,-0.00714964233,9.80102921,-0.00189685507,0.00338657945,9.79200649,-0.00146260927,0.00101306569,-0.000804274518,-0.000643657637,0.000639330654,-0.000701996381
2296,22.959994,-0.0129948761,-0.0123970443,9.80980873,-0.00668689422,-0.0349337347,9.79200649,-0.00146260927,0.00207833014,0.00132625434,-0.0009527558,0.00139443774,-4.76825953e-05
2297,22.969976,-0.0184124652,-0.0143953329,9.80652142,-0.00908191409,-0.00858851895,9.81595612,-0.000397344818,-5.21987458e-05,0.00345678325,-0.000655301381,0.00072733406,0.000184211094
2298,22.980005,-0.0248915125,-0.0172658209,9.81489658,-0.0186619926,0.00817661919,9.83511639,0.000667919638,-0.00111746322,-0.000804274518,0.000238836845,-5.93893055e-05,-0.000127060004
2299,22.990003,-0.0238218773,-0.0192726478,9.80522346,-0.0138719529,-0.027748676,9.82074642,-0.00146260927,-5.21987458e-05,0.000260989909,0.000311299402,8.82272216e-05,-0.00022397362
2300,22.999995,-0.00705870055,-0.0173023567,9.81655216,0.0196583215,-0.0349337347,9.85427666,0.000667919638,0.00101306569,-0.000804274518,0.000304278801,0.000209557082,-0.000891761447
2301,23.009976,-0.0023911586,-0.017412778,9.80176735,0.0340284407,-0.0181685966,9.76805687,-0.00252787373,0.00101306569,0.00239151879,-0.00118482392,0.000350797432,6.67295244e-05
2302,23.020003,-0.00691076461,-0.0130411498,9.80335617,-0.0234520324,-0.0109835379,9.78721714,0.000667919638,0.0031435946,-0.00186953903,-0.000984803773,0.00101684127,-4.97772126e-05
2303,23.030004,-0.0118209738,-0.0176908206,9.80146122,0.00768322358,-0.0133785577,9.8015871,0.000667919638,0.0031435946,-0.000804274518,-0.000838197477,0.00143545237,-0.000276458159
2304,23.039998,-0.0121655148,-0.0246315245,9.80173874,0.010078243,-0.0325387157,9.83032608,-0.00146260927,0.00207833014,-0.000804274518,-0.000439605559,0.00205072295,-6.87269858e-05
2305,23.049999,-0.00897772983,-0.0224351529,9.79943657,-0.030637091,-0.0109835379,9.76087189,-0.00146260927,0.00101306569,-0.000804274518,-0.00107977842,0.00166082371,3.00614192e-05
2306,23.059980,-0.0205972884,-0.0143150268,9.80239296,-0.00429187482,-0.00619349908,9.83032608,-0.00146260927,-5.21987458e-05,0.00239151879,-0.000838185311,0.000339387741,0.000321992091
2307,23.070000,-0.0193003695,-0.0116902562,9.8118372,-0.0210570116,0.0225467365,9.8279314,-0.00146260927,0.00101306569,0.000260989909,-0.00134342094,0.000529676094,0.000119446981
2308,23.079997,-0.0146434195,-0.00688152434,9.82195091,-0.030637091,-0.0397237726,9.78482151,0.000667919638,0.00207833014,0.000260989909,-0.00156963163,0.00131758209,0.000518623856
2309,23.090004,-0.0143690426,-0.0121115195,9.81369305,-0.0258470513,-0.030143695,9.82553673,-0.000397344818,-0.00111746322,0.000260989909,-0.000895936391,0.00114664121,-0.000421415345
